"CO_NCM","Setor","Subsetor","Produto","NCM"
"23099020","RAÇÕES PARA ANIMAIS","RAÇÕES PARA ANIMAIS DOMÉSTICOS","OUTRAS RAÇÕES PARA ANIMAIS DOMÉSTICOS","PREPARACOES A BASE DE SAL IODADO,ETC.P/ALIMENT.ANIMAL"
"23099030","RAÇÕES PARA ANIMAIS","RAÇÕES PARA ANIMAIS DOMÉSTICOS","OUTRAS RAÇÕES PARA ANIMAIS DOMÉSTICOS","BOLACHAS E BISCOITOS,PARA ALIMENTACAO DE ANIMAIS"
"23099040","RAÇÕES PARA ANIMAIS","RAÇÕES PARA ANIMAIS DOMÉSTICOS","OUTRAS RAÇÕES PARA ANIMAIS DOMÉSTICOS","PREPARACOES CONT.DICLAZURIL,UTIL.NA ALIMENT.DE ANIMAIS"
"23099050","RAÇÕES PARA ANIMAIS","RAÇÕES PARA ANIMAIS DOMÉSTICOS","OUTRAS RAÇÕES PARA ANIMAIS DOMÉSTICOS","PREPAR C/CLORIDRATO DE RACTOPAMINA =>2%.C/SUP FAR.SOJA"
"23099060","RAÇÕES PARA ANIMAIS","RAÇÕES PARA ANIMAIS DOMÉSTICOS","OUTRAS RAÇÕES PARA ANIMAIS DOMÉSTICOS","PREPAR C/XILANASE E BETAGLUCONASE,C/SUP FAR DE TRIGO"
"23099090","RAÇÕES PARA ANIMAIS","RAÇÕES PARA ANIMAIS DOMÉSTICOS","OUTRAS RAÇÕES PARA ANIMAIS DOMÉSTICOS","OUTRAS PREPARACOES PARA ALIMENTACAO DE ANIMAIS"
"24011010","FUMO E SEUS PRODUTOS","FUMO NÃO MANUFATURADO E DESPERDÍCIOS DE FUMO","FUMO NÃO MANUFATURADO","FUMO N/MANUFAT.N/DESTALADO,EM FOLHAS,S/SECAR,N/FERMENT."
"24011020","FUMO E SEUS PRODUTOS","FUMO NÃO MANUFATURADO E DESPERDÍCIOS DE FUMO","FUMO NÃO MANUFATURADO","FUMO N/MANUFAT.N/DESTAL.EM FLS.SECAS,ETC.TIPO CAPEIRO"
"24011030","FUMO E SEUS PRODUTOS","FUMO NÃO MANUFATURADO E DESPERDÍCIOS DE FUMO","FUMO NÃO MANUFATURADO","FUMO N/MANUFAT.N/DESTAL.EM FLS.SECAS,ETC.TIPO VIRGINIA"
"24011040","FUMO E SEUS PRODUTOS","FUMO NÃO MANUFATURADO E DESPERDÍCIOS DE FUMO","FUMO NÃO MANUFATURADO","FUMO N/MANUFAT.N/DESTAL.EM FLS.SECAS,ETC.TIPO TURCO"
"24011090","FUMO E SEUS PRODUTOS","FUMO NÃO MANUFATURADO E DESPERDÍCIOS DE FUMO","FUMO NÃO MANUFATURADO","OUTROS FUMOS NAO MANUFATURADOS,NAO DESTALADOS"
"24012010","FUMO E SEUS PRODUTOS","FUMO NÃO MANUFATURADO E DESPERDÍCIOS DE FUMO","FUMO NÃO MANUFATURADO","FUMO N/MANUF.TOTAL/PARC.DESTAL.EM FLS.S/SECAR,N/FERMEN."
"24012020","FUMO E SEUS PRODUTOS","FUMO NÃO MANUFATURADO E DESPERDÍCIOS DE FUMO","FUMO NÃO MANUFATURADO","FUMO N/MANUF.TOTAL/PARC.DESTAL.FLS.SECAS,FERMEN.CAPEIRO"
"24012030","FUMO E SEUS PRODUTOS","FUMO NÃO MANUFATURADO E DESPERDÍCIOS DE FUMO","FUMO NÃO MANUFATURADO","FUMO N/MANUF.TOTAL/PARC.DESTAL.FLS.SECAS,ETC.VIRGINIA"
"24012040","FUMO E SEUS PRODUTOS","FUMO NÃO MANUFATURADO E DESPERDÍCIOS DE FUMO","FUMO NÃO MANUFATURADO","FUMO N/MANUF.TOTAL/PARC.DESTAL.FLS.SECAS,TIPO 'BURLEY'"
"24012090","FUMO E SEUS PRODUTOS","FUMO NÃO MANUFATURADO E DESPERDÍCIOS DE FUMO","FUMO NÃO MANUFATURADO","OUTROS FUMOS NAO MANUFATURAD.TOTAL/PARCIALM.DESTALADOS"
"24013000","FUMO E SEUS PRODUTOS","FUMO NÃO MANUFATURADO E DESPERDÍCIOS DE FUMO","DESPERDÍCIOS DE FUMO","DESPERDICIOS DE FUMO"
"24021000","FUMO E SEUS PRODUTOS","PRODUTOS DO FUMO MANUFATURADOS","CHARUTOS E CIGARRILHAS","CHARUTOS E CIGARRILHAS,DE FUMO"
"24022000","FUMO E SEUS PRODUTOS","PRODUTOS DO FUMO MANUFATURADOS","CIGARROS","CIGARROS DE FUMO"
"24029000","FUMO E SEUS PRODUTOS","PRODUTOS DO FUMO MANUFATURADOS","CHARUTOS E CIGARRILHAS","CHARUTOS,CIGARRILHAS E CIGARROS,DE SUCEDANEOS DO FUMO"
"24031000","FUMO E SEUS PRODUTOS","PRODUTOS DO FUMO MANUFATURADOS","FUMO MANUFATURADO","FUMO MANUFATURADO,P/FUMAR,MESMO CONT.SUCEDANEOS DO FUMO"
"24031100","FUMO E SEUS PRODUTOS","PRODUTOS DO FUMO MANUFATURADOS","FUMO MANUFATURADO","TABACO PARA NARGUILE, MENC.NA NOTA 1 DA SUBPOSICAO 2403"
"24031900","FUMO E SEUS PRODUTOS","PRODUTOS DO FUMO MANUFATURADOS","FUMO MANUFATURADO","OUTROS TABACOS PARA FUMAR"
"24039100","FUMO E SEUS PRODUTOS","PRODUTOS DO FUMO MANUFATURADOS","FUMO MANUFATURADO","FUMO MANUFATURADO,'HOMOGENEIZADO' OU 'RECONSTITUIDO'"
"24039910","FUMO E SEUS PRODUTOS","PRODUTOS DO FUMO MANUFATURADOS","FUMO MANUFATURADO","EXTRATOS E MOLHOS,DE FUMO"
"24039990","FUMO E SEUS PRODUTOS","PRODUTOS DO FUMO MANUFATURADOS","FUMO MANUFATURADO","OUTROS PRODUTOS DO FUMO E SEUS SUCEDANEOS,MANUFATURADOS"
"24041100","FUMO E SEUS PRODUTOS","PRODUTOS DO FUMO MANUFATURADOS","FUMO MANUFATURADO","PRODUTOS DESTINADOS À INALAÇÃO SEM COMBUSTÃO, QUE CONTENHAM TABACO OU TABACO RECONSTITUÍDO"
"24041200","FUMO E SEUS PRODUTOS","PRODUTOS DO FUMO MANUFATURADOS","FUMO MANUFATURADO","OUTROS PRODUTOS DESTINADOS À INALAÇÃO SEM COMBUSTÃO, QUE CONTENHAM NICOTINA"
"24049100","FUMO E SEUS PRODUTOS","PRODUTOS DO FUMO MANUFATURADOS","OUTROS PRODUTOS CONTENDO NICOTINA","OUTROS PRODUTOS QUE CONTENHAM NICOTINA DESTINADOS À ABSORÇÃO DA NICOTINA PELO CORPO HUMANO, PARA APLICAÇÃO ORAL"
"24049900","FUMO E SEUS PRODUTOS","PRODUTOS DO FUMO MANUFATURADOS","OUTROS PRODUTOS CONTENDO NICOTINA","OUTROS PRODUTOS QUE CONTENHAM NICOTINA DESTINADOS À ABSORÇÃO DA NICOTINA PELO CORPO HUMANO, NÃO CLASSIFICADOS EM CÓDIGOS ANTERIORES"
"29054300","DEMAIS PRODUTOS DE ORIGEM VEGETAL","DEMAIS ÁLCOOIS","DEMAIS ÁLCOOIS","MANITOL"
"29054400","DEMAIS PRODUTOS DE ORIGEM VEGETAL","DEMAIS ÁLCOOIS","DEMAIS ÁLCOOIS","D-GLUCITOL (SORBITOL) (POLIALCOOL)"
"32011000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","EXTRATOS TANANTES E TINTORIAIS,  TANINOS E SEUS DERIVADOS,  MAT. CORANTES DE ORIG. VEG.","EXTRATOS TANANTES DE ORIGEM VEGETAL, TANINOS E SEUS DERIVADOS","EXTRATO TANANTE,DE QUEBRACHO"
"32012000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","EXTRATOS TANANTES E TINTORIAIS,  TANINOS E SEUS DERIVADOS,  MAT. CORANTES DE ORIG. VEG.","EXTRATOS TANANTES DE ORIGEM VEGETAL, TANINOS E SEUS DERIVADOS","EXTRATO TANANTE,DE MIMOSA"
"32019011","DEMAIS PRODUTOS DE ORIGEM VEGETAL","EXTRATOS TANANTES E TINTORIAIS,  TANINOS E SEUS DERIVADOS,  MAT. CORANTES DE ORIG. VEG.","EXTRATOS TANANTES DE ORIGEM VEGETAL, TANINOS E SEUS DERIVADOS","EXTRATO TANANTE,DE GAMBIR"
"32019012","DEMAIS PRODUTOS DE ORIGEM VEGETAL","EXTRATOS TANANTES E TINTORIAIS,  TANINOS E SEUS DERIVADOS,  MAT. CORANTES DE ORIG. VEG.","EXTRATOS TANANTES DE ORIGEM VEGETAL, TANINOS E SEUS DERIVADOS","EXTRATO TANANTE,DE CARVALHO OU DE CASTANHEIRO"
"32019019","DEMAIS PRODUTOS DE ORIGEM VEGETAL","EXTRATOS TANANTES E TINTORIAIS,  TANINOS E SEUS DERIVADOS,  MAT. CORANTES DE ORIG. VEG.","EXTRATOS TANANTES DE ORIGEM VEGETAL, TANINOS E SEUS DERIVADOS","OUTROS EXTRATOS TANANTES,DE ORIGEM VEGETAL"
"32019020","DEMAIS PRODUTOS DE ORIGEM VEGETAL","EXTRATOS TANANTES E TINTORIAIS,  TANINOS E SEUS DERIVADOS,  MAT. CORANTES DE ORIG. VEG.","EXTRATOS TANANTES DE ORIGEM VEGETAL, TANINOS E SEUS DERIVADOS","TANINOS"
"32019090","DEMAIS PRODUTOS DE ORIGEM VEGETAL","EXTRATOS TANANTES E TINTORIAIS,  TANINOS E SEUS DERIVADOS,  MAT. CORANTES DE ORIG. VEG.","EXTRATOS TANANTES DE ORIGEM VEGETAL, TANINOS E SEUS DERIVADOS","SAIS,ETERES,ESTERES E OUTROS DERIVADOS DOS TANINOS"
"32030011","DEMAIS PRODUTOS DE ORIGEM VEGETAL","EXTRATOS TANANTES E TINTORIAIS,  TANINOS E SEUS DERIVADOS,  MAT. CORANTES DE ORIG. VEG.","MATERIAS CORANTES DE ORIGEM VEGETAL","HEMATEINA (MATERIA CORANTE)"
"32030012","DEMAIS PRODUTOS DE ORIGEM VEGETAL","EXTRATOS TANANTES E TINTORIAIS,  TANINOS E SEUS DERIVADOS,  MAT. CORANTES DE ORIG. VEG.","MATERIAS CORANTES DE ORIGEM VEGETAL","FISETINA (MATERIA CORANTE)"
"32030013","DEMAIS PRODUTOS DE ORIGEM VEGETAL","EXTRATOS TANANTES E TINTORIAIS,  TANINOS E SEUS DERIVADOS,  MAT. CORANTES DE ORIG. VEG.","MATERIAS CORANTES DE ORIGEM VEGETAL","MORINA (MATERIA CORANTE)"
"32030019","DEMAIS PRODUTOS DE ORIGEM VEGETAL","EXTRATOS TANANTES E TINTORIAIS,  TANINOS E SEUS DERIVADOS,  MAT. CORANTES DE ORIG. VEG.","MATERIAS CORANTES DE ORIGEM VEGETAL","OUTRAS MATERIAS CORANTES,DE ORIGEM VEGETAL"
"32030021","DEMAIS PRODUTOS DE ORIGEM VEGETAL","EXTRATOS TANANTES E TINTORIAIS,  TANINOS E SEUS DERIVADOS,  MAT. CORANTES DE ORIG. VEG.","MATERIAS CORANTES DE ORIGEM VEGETAL","CARMIM DE COCHONILHA (MATERIA CORANTE)"
"32030029","DEMAIS PRODUTOS DE ORIGEM ANIMAL","OUTROS PRODUTOS DE ORIGEM ANIMAL","OUTROS PRODUTOS DE ORIGEM ANIMAL","OUTRAS MATERIAS CORANTES,DE ORIGEM ANIMAL"
"32030030","DEMAIS PRODUTOS DE ORIGEM VEGETAL","EXTRATOS TANANTES E TINTORIAIS,  TANINOS E SEUS DERIVADOS,  MAT. CORANTES DE ORIG. VEG.","MATERIAS CORANTES DE ORIGEM VEGETAL","PREPARS.A BASE DE MATERIAS CORANTES,ORIG.VEGETAL/ANIMAL"
"33011100","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE BERGAMOTA"
"33011210","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","OLEO ESSENCIAL DE LARANJA","OLEO ESSENCIAL,DE 'PETIT GRAIN' DE LARANJA"
"33011290","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","OLEO ESSENCIAL DE LARANJA","OUTROS OLEOS ESSENCIAIS,DE LARANJA"
"33011300","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE LIMAO"
"33011400","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE LIMA"
"33011900","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE OUTROS CITRICOS"
"33011910","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","ÓLEOS ESSENCIAIS DE LIMA"
"33011990","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OUTROS ÓLEOS ESSENCIAIS D/CÍTRICOS"
"33012100","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE GERANIO"
"33012200","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE JASMIM"
"33012300","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE ALFAZEMA OU LAVANDA"
"33012400","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE HORTELA-PIMENTA (MENTHA PIPERITA)"
"33012510","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE MENTA JAPONESA (MENTHA ARVENSIS)"
"33012520","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE 'MENTHA SPEARMINT'(MENTHA VIRIDIS L)"
"33012590","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE OUTRAS MENTAS"
"33012600","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE VETIVER"
"33012911","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE CITRONELA"
"33012912","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE CEDRO"
"33012913","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE PAU-SANTO (BULNESIA SARMIENTOL)"
"33012914","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE 'LEMONGRASS'"
"33012915","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE PAU-ROSA"
"33012916","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE PALMA ROSA"
"33012917","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE CORIANDRO"
"33012918","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE CABREUVA"
"33012919","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEO ESSENCIAL,DE EUCALIPTO"
"33012921","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","ÓLEOS ESSENCIAIS DE ALFAZEMA OU DE LAVANDA"
"33012922","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","ÓLEOS ESSENCIAIS DE VETIVER"
"33012990","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OUTROS OLEOS ESSENCIAIS"
"33013000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","RESINOIDES"
"33019010","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","SOLUCOES CONCENTR.DE OLEOS ESSENCIAIS DO TRATAM.FLORES"
"33019020","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","SUBPRODS.TERPENICOS RESIDS.DA DESTERP.OLEOS ESSENCIAIS"
"33019030","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","AGUA DESTILADA AROMAT.E SOL.AQUOSA DE OLEOS ESSENCIAIS"
"33019040","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OLEOS ESSENCIAIS","DEMAIS OLEOS ESSENCIAIS","OLEORRESINAS DE EXTRACAO"
"35011000","DEMAIS PRODUTOS DE ORIGEM ANIMAL","ALBUMINA, GELATINAS E OUTRAS SUBSTÂNCIAS PROTEICAS","CASEINAS E CASEINATOS","CASEINAS"
"35019011","DEMAIS PRODUTOS DE ORIGEM ANIMAL","ALBUMINA, GELATINAS E OUTRAS SUBSTÂNCIAS PROTEICAS","CASEINAS E CASEINATOS","CASEINATO DE SODIO"
"35019019","DEMAIS PRODUTOS DE ORIGEM ANIMAL","ALBUMINA, GELATINAS E OUTRAS SUBSTÂNCIAS PROTEICAS","CASEINAS E CASEINATOS","OUTROS CASEINATOS E DERIVADOS DAS CASEINAS"
"35019020","DEMAIS PRODUTOS DE ORIGEM ANIMAL","ALBUMINA, GELATINAS E OUTRAS SUBSTÂNCIAS PROTEICAS","CASEINAS E CASEINATOS","COLAS DE CASEINA"
"35021100","DEMAIS PRODUTOS DE ORIGEM ANIMAL","ALBUMINA, GELATINAS E OUTRAS SUBSTÂNCIAS PROTEICAS","ALBUMINAS","OVALBUMINA SECA"
"35021900","DEMAIS PRODUTOS DE ORIGEM ANIMAL","ALBUMINA, GELATINAS E OUTRAS SUBSTÂNCIAS PROTEICAS","ALBUMINAS","OUTRAS OVALBUMINAS"
"35022000","DEMAIS PRODUTOS DE ORIGEM ANIMAL","ALBUMINA, GELATINAS E OUTRAS SUBSTÂNCIAS PROTEICAS","ALBUMINAS","LACTALBUMINA,INCL.CONCENTRAD>=2 PROTEINAS DE SORO LEITE"
"35029000","DEMAIS PRODUTOS DE ORIGEM ANIMAL","ALBUMINA, GELATINAS E OUTRAS SUBSTÂNCIAS PROTEICAS","ALBUMINAS","OUTS.ALBUMINAS,ALBUMINATOS E OUTS.DERIVS.DAS ALBUMINAS"
"35029010","DEMAIS PRODUTOS DE ORIGEM ANIMAL","ALBUMINA, GELATINAS E OUTRAS SUBSTÂNCIAS PROTEICAS","ALBUMINAS","SOROALBUMINA"
"35029090","DEMAIS PRODUTOS DE ORIGEM ANIMAL","ALBUMINA, GELATINAS E OUTRAS SUBSTÂNCIAS PROTEICAS","ALBUMINAS","OUTRAS ALBUMINAS,ALBUMINATOS E OUTS.DERIV.DAS ALBUMINAS"
"35030011","DEMAIS PRODUTOS DE ORIGEM ANIMAL","ALBUMINA, GELATINAS E OUTRAS SUBSTÂNCIAS PROTEICAS","GELATINAS","GELATINAS DE OSSEINA,SEUS DERIVS.C/GRAU PUREZA>=99.98%"
"35030012","DEMAIS PRODUTOS DE ORIGEM ANIMAL","ALBUMINA, GELATINAS E OUTRAS SUBSTÂNCIAS PROTEICAS","GELATINAS","GELATINAS DE OSSEINA,SEUS DERIVS.C/GRAU PUREZA<99.98%"
"35030019","DEMAIS PRODUTOS DE ORIGEM ANIMAL","ALBUMINA, GELATINAS E OUTRAS SUBSTÂNCIAS PROTEICAS","GELATINAS","OUTRAS GELATINAS E SEUS DERIVADOS"
"35030090","DEMAIS PRODUTOS DE ORIGEM ANIMAL","OUTROS PRODUTOS DE ORIGEM ANIMAL","OUTROS PRODUTOS DE ORIGEM ANIMAL","ICTIOCOLA,OUTS.COLAS DE ORIG.ANIMAL,EXC.COLA DE CASEINA"
"35040011","DEMAIS PRODUTOS DE ORIGEM ANIMAL","ALBUMINA, GELATINAS E OUTRAS SUBSTÂNCIAS PROTEICAS","PEPTONAS E SEUS DERIVADOS","PEPTONAS E PEPTONATOS"
"35040019","DEMAIS PRODUTOS DE ORIGEM ANIMAL","ALBUMINA, GELATINAS E OUTRAS SUBSTÂNCIAS PROTEICAS","PEPTONAS E SEUS DERIVADOS","OUTROS DERIVADOS DAS PEPTONAS"
"35040020","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OUTROS PRODUTOS DE ORIGEM VEGETAL","OUTROS PRODUTOS DE ORIGEM VEGETAL","PROTEINAS DE SOJA EM PO,TEOR PROTEINA EM BASE SECA>=90%"
"35040030","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OUTROS PRODUTOS DE ORIGEM VEGETAL","OUTROS PRODUTOS DE ORIGEM VEGETAL","PROTEINAS DE BATATA EM PO,TEOR>=80% PESO,EM BASE SECA"
"35040090","DEMAIS PRODUTOS DE ORIGEM ANIMAL","ALBUMINA, GELATINAS E OUTRAS SUBSTÂNCIAS PROTEICAS","OUTRAS SUBSTÂNCIAS PROTEICAS","OUTRAS MATERIAS PROTEICAS,SEUS DERIVADOS E PO DE PELES"
"35051000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OUTROS PRODUTOS DE ORIGEM VEGETAL","OUTROS PRODUTOS DE ORIGEM VEGETAL","DEXTRINA E OUTROS AMIDOS E FECULAS MODIFICADOS"
"35052000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OUTROS PRODUTOS DE ORIGEM VEGETAL","OUTROS PRODUTOS DE ORIGEM VEGETAL","COLAS A BASE DE AMIDOS OU DE FECULAS,DE DEXTRINA,ETC."
"35071000","DEMAIS PRODUTOS DE ORIGEM ANIMAL","OUTROS PRODUTOS DE ORIGEM ANIMAL","OUTROS PRODUTOS DE ORIGEM ANIMAL","COALHO E SEUS CONCENTRADOS"
"35079011","DEMAIS PRODUTOS DE ORIGEM VEGETAL","ENZIMAS E SEUS CONCENTRADOS","ENZIMAS E SEUS CONCENTRADOS","ALFA-AMILASE (ASPERGILLUS ORYZAE)"
"35079019","DEMAIS PRODUTOS DE ORIGEM VEGETAL","ENZIMAS E SEUS CONCENTRADOS","ENZIMAS E SEUS CONCENTRADOS","OUTRAS AMILASES E SEUS CONCENTRADOS"
"35079021","DEMAIS PRODUTOS DE ORIGEM VEGETAL","ENZIMAS E SEUS CONCENTRADOS","ENZIMAS E SEUS CONCENTRADOS","FIBRINUCLEASES"
"35079022","DEMAIS PRODUTOS DE ORIGEM VEGETAL","ENZIMAS E SEUS CONCENTRADOS","ENZIMAS E SEUS CONCENTRADOS","BROMELINA"
"35079026","DEMAIS PRODUTOS DE ORIGEM VEGETAL","ENZIMAS E SEUS CONCENTRADOS","ENZIMAS E SEUS CONCENTRADOS","PAPAINA"
"35079029","DEMAIS PRODUTOS DE ORIGEM VEGETAL","ENZIMAS E SEUS CONCENTRADOS","ENZIMAS E SEUS CONCENTRADOS","OUTRAS PROTEASES E SEUS CONCENTRADOS"
"35079031","DEMAIS PRODUTOS DE ORIGEM VEGETAL","ENZIMAS E SEUS CONCENTRADOS","ENZIMAS E SEUS CONCENTRADOS","LISOZIMA E SEU CLORIDRATO"
"35079032","DEMAIS PRODUTOS DE ORIGEM VEGETAL","ENZIMAS E SEUS CONCENTRADOS","ENZIMAS E SEUS CONCENTRADOS","L-ASPARAGINASE"
"35079039","DEMAIS PRODUTOS DE ORIGEM VEGETAL","ENZIMAS E SEUS CONCENTRADOS","ENZIMAS E SEUS CONCENTRADOS","OUTRAS ENZIMAS E SEUS CONCENTRADOS"
"35079041","DEMAIS PRODUTOS DE ORIGEM VEGETAL","ENZIMAS E SEUS CONCENTRADOS","ENZIMAS E SEUS CONCENTRADOS","ENZIMAS PREPARADAS A BASE DE CELULASES"
"35079042","DEMAIS PRODUTOS DE ORIGEM VEGETAL","ENZIMAS E SEUS CONCENTRADOS","ENZIMAS E SEUS CONCENTRADOS","ENZIMAS PREPARADAS A BASE DE TRANSGLUTAMINASE"
"35079049","DEMAIS PRODUTOS DE ORIGEM VEGETAL","ENZIMAS E SEUS CONCENTRADOS","ENZIMAS E SEUS CONCENTRADOS","OUTRAS ENZIMAS PREPARADAS"
"38051000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","PRODUTOS DIVERSOS DA INDÚSTRIA QUÍMICA, DE ORIGEM VEGETAL","ESSÊNCIAS DERIVADAS DE MADEIRA","ESSENCIAS DE TEREBINTINA,DE PINHEIRO OU ETC."
"38052000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","PRODUTOS DIVERSOS DA INDÚSTRIA QUÍMICA, DE ORIGEM VEGETAL","ESSÊNCIAS DERIVADAS DE MADEIRA","OLEO DE PINHO"
"38059000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","PRODUTOS DIVERSOS DA INDÚSTRIA QUÍMICA, DE ORIGEM VEGETAL","ESSÊNCIAS DERIVADAS DE MADEIRA","OUTS.ESSENCIAS TERPENICAS DA DESTIL/TRATAM.MADEIRAS,ETC"
"38059010","DEMAIS PRODUTOS DE ORIGEM VEGETAL","PRODUTOS DIVERSOS DA INDÚSTRIA QUÍMICA, DE ORIGEM VEGETAL","ESSÊNCIAS DERIVADAS DE MADEIRA","ÓLEO DE PINHO"
"38059090","DEMAIS PRODUTOS DE ORIGEM VEGETAL","PRODUTOS DIVERSOS DA INDÚSTRIA QUÍMICA, DE ORIGEM VEGETAL","ESSÊNCIAS DERIVADAS DE MADEIRA","OUTS.ESSÊNC.TERPÊNICAS D/FAB.D/MAD,PAPEL"
"38061000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","PRODUTOS DIVERSOS DA INDÚSTRIA QUÍMICA, DE ORIGEM VEGETAL","COLOFONIAS, ÁCIDOS RESÍNICOS E SEUS DERIVADOS","COLOFONIAS E ACIDOS RESINICOS"
"38062000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","PRODUTOS DIVERSOS DA INDÚSTRIA QUÍMICA, DE ORIGEM VEGETAL","COLOFONIAS, ÁCIDOS RESÍNICOS E SEUS DERIVADOS","SAIS DE COLOFONIAS,ACIDOS RESINICOS OU DE SEUS DERIVS."
"38063000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","PRODUTOS DIVERSOS DA INDÚSTRIA QUÍMICA, DE ORIGEM VEGETAL","COLOFONIAS, ÁCIDOS RESÍNICOS E SEUS DERIVADOS","GOMAS ESTERES (GOMAS FUNDIDAS)"
